ID,Latitude,Longitude,Region,Data_date,Alert_Level,Prediction
1000021,-10.075,142.025,gbr,2023-04-02,0,Nowcast
1000021,-10.075,142.025,gbr,2023-04-30,0,4 week forecast
1000021,-10.075,142.025,gbr,2023-05-28,0,8 week forecast
1000021,-10.075,142.025,gbr,2023-06-25,0,12 week forecast
1000022,-9.32499999999999,142.025,gbr,2023-04-02,0,Nowcast
1000022,-9.32499999999999,142.025,gbr,2023-04-30,0,4 week forecast
1000022,-9.32499999999999,142.025,gbr,2023-05-28,0,8 week forecast
1000022,-9.32499999999999,142.025,gbr,2023-06-25,0,12 week forecast
1000023,-9.27499999999999,142.025,gbr,2023-04-02,0,Nowcast
1000023,-9.27499999999999,142.025,gbr,2023-04-30,0,4 week forecast
1000023,-9.27499999999999,142.025,gbr,2023-05-28,0,8 week forecast
1000023,-9.27499999999999,142.025,gbr,2023-06-25,0,12 week forecast
1000024,-10.975,142.075,gbr,2023-04-02,0,Nowcast
1000024,-10.975,142.075,gbr,2023-04-30,0,4 week forecast
1000024,-10.975,142.075,gbr,2023-05-28,0,8 week forecast
1000024,-10.975,142.075,gbr,2023-06-25,0,12 week forecast
1000025,-10.925,142.075,gbr,2023-04-02,0,Nowcast
1000025,-10.925,142.075,gbr,2023-04-30,0,4 week forecast
1000025,-10.925,142.075,gbr,2023-05-28,0,8 week forecast
1000025,-10.925,142.075,gbr,2023-06-25,0,12 week forecast
1000026,-10.625,142.075,gbr,2023-04-02,0,Nowcast
1000026,-10.625,142.075,gbr,2023-04-30,0,4 week forecast
1000026,-10.625,142.075,gbr,2023-05-28,0,8 week forecast
1000026,-10.625,142.075,gbr,2023-06-25,0,12 week forecast
1000027,-10.475,142.075,gbr,2023-04-02,0,Nowcast
1000027,-10.475,142.075,gbr,2023-04-30,0,4 week forecast
1000027,-10.475,142.075,gbr,2023-05-28,0,8 week forecast
1000027,-10.475,142.075,gbr,2023-06-25,0,12 week forecast
1000028,-10.375,142.075,gbr,2023-04-02,0,Nowcast
1000028,-10.375,142.075,gbr,2023-04-30,0,4 week forecast
1000028,-10.375,142.075,gbr,2023-05-28,0,8 week forecast
1000028,-10.375,142.075,gbr,2023-06-25,0,12 week forecast
1000029,-10.325,142.075,gbr,2023-04-02,0,Nowcast
1000029,-10.325,142.075,gbr,2023-04-30,0,4 week forecast
1000029,-10.325,142.075,gbr,2023-05-28,0,8 week forecast
